,Formula,material_id,GVRH,PHONONS,PIEZO,DIELECTRIC,EXP_BAND_GAP
348,Sr4 N8 O24,mp-4157,1.0,0.0,0.0,0.0,0.0
349,Ba2 Dy2 Cu2 Te6,mp-9503,1.0,0.0,0.0,0.0,0.0
350,Ba2 Sb6,mp-6950,1.0,0.0,0.0,0.0,0.0
351,Lu2 Tl1 Ag1,mp-866131,1.0,0.0,0.0,0.0,0.0
352,Li1 Fe6 Ge4,mp-624492,1.0,0.0,0.0,0.0,0.0
353,Sr1 Ge3 Pd1,mp-978987,1.0,0.0,0.0,0.0,0.0
354,Ta2 Pd1 Se6,mp-8436,1.0,0.0,0.0,0.0,0.0
355,Na2 Zn26,mp-950,1.0,0.0,0.0,0.0,0.0
356,Ca2 Sb4,mp-7493,1.0,0.0,0.0,0.0,0.0
357,Sr1 Ge2 Pd2,mp-978986,1.0,0.0,0.0,0.0,0.0
358,Ca2 Ge2 N4,mp-7801,1.0,1.0,1.0,0.0,0.0
359,Cs2 Bi4,mp-23163,1.0,0.0,0.0,0.0,1.0
360,Rb6 B2 As4,mp-9718,1.0,1.0,0.0,0.0,0.0
361,Ta2 Ni4 Te6,mp-9391,1.0,0.0,0.0,0.0,0.0
362,Mg4 As16,mp-7623,1.0,0.0,0.0,1.0,0.0
363,Ba2 Sb4 Pd2,mp-9768,1.0,0.0,0.0,0.0,0.0
364,Er1 Co3 B2,mp-5353,1.0,0.0,0.0,0.0,0.0
365,Sr6 Al4 P8,mp-9843,1.0,0.0,0.0,0.0,0.0
366,Li26 Si8,mp-672287,1.0,0.0,0.0,0.0,0.0
367,Ti4 Si4,mp-7092,1.0,0.0,0.0,0.0,0.0
368,In1 Cu1 Pt2,mp-639659,1.0,0.0,0.0,0.0,0.0
369,Sr2 B4 Ir4,mp-6939,1.0,0.0,0.0,0.0,0.0
370,Li2 Sn8 Rh2,mp-16648,1.0,0.0,0.0,0.0,0.0
371,Ba2 Fe1 Re1 O6,mp-31756,1.0,0.0,0.0,0.0,1.0
372,Pm2 Zn1 Ge1,mp-862742,1.0,0.0,0.0,0.0,0.0
373,Ce1 Hg2,mp-30506,1.0,0.0,0.0,0.0,0.0
374,Ba4 Zn8 As8,mp-7427,1.0,0.0,0.0,0.0,1.0
375,Sc2 Te2,mp-10026,1.0,0.0,0.0,0.0,0.0
376,Ti6 Fe6 Si6,mp-8648,1.0,0.0,0.0,0.0,0.0
377,Al2 Te5,mp-9254,1.0,0.0,0.0,1.0,0.0
378,Sr1 Ge2 Ir2,mp-978853,1.0,0.0,0.0,0.0,0.0
379,Pr3 Cu4 Sn4,mp-975640,1.0,0.0,0.0,0.0,0.0
380,Mn2 V1 Ge1,mp-865554,1.0,0.0,0.0,0.0,0.0
381,Y12 Pt4,mp-7343,1.0,0.0,0.0,0.0,0.0
382,Li4 Ti4 P4 O20,mp-6668,1.0,0.0,0.0,0.0,0.0
383,Hf1 Mn1 Rh2,mp-865091,1.0,0.0,0.0,0.0,0.0
384,Er1 Ga2,mp-2422,1.0,0.0,0.0,0.0,0.0
385,Rb2 Nb1 Cl6,mp-570558,1.0,0.0,0.0,0.0,0.0
386,Tc4 S8,mp-9481,1.0,0.0,0.0,0.0,1.0
387,Ca4 Si4 Pd4,mp-8842,1.0,0.0,0.0,0.0,0.0
388,Ca10 Al4 Sb12,mp-8439,1.0,0.0,0.0,0.0,0.0
389,Li2 Cd1 Au1,mp-865577,1.0,0.0,0.0,0.0,0.0
390,K2 Mg2 Sb2,mp-7089,1.0,1.0,0.0,1.0,0.0
391,K2 S2 O4 F2,mp-6560,1.0,1.0,0.0,0.0,0.0
392,Na4 Zr2 Se6,mp-7219,1.0,1.0,0.0,0.0,0.0
393,Li5 Ni3 N3,mp-7080,1.0,0.0,0.0,0.0,0.0
394,Cr1 Te4 Au1,mp-12743,1.0,0.0,0.0,0.0,0.0
395,Y2 Ag1 Ru1,mp-865561,1.0,0.0,0.0,0.0,0.0
396,Ca4 V4 O12,mp-22608,1.0,0.0,0.0,0.0,0.0
397,V1 H2,mp-24728,1.0,0.0,0.0,0.0,0.0
398,Mg2 Pd1 Rh1,mp-864969,1.0,0.0,0.0,0.0,0.0
399,Zr4 O8,mp-2858,1.0,1.0,0.0,1.0,1.0
400,Y4 Cd2 S8,mp-35785,1.0,0.0,0.0,0.0,0.0
401,Cd2 Ge2 As4,mp-4953,1.0,0.0,0.0,0.0,0.0
402,Li4 In2,mp-31324,1.0,0.0,0.0,0.0,0.0
403,Ho4 Mg2 Ge4,mp-863723,1.0,0.0,0.0,0.0,0.0
404,Zn8 As16,mp-7262,1.0,0.0,0.0,0.0,0.0
405,Y4 Se3 N2,mp-1029349,1.0,0.0,0.0,0.0,0.0
406,Ta1 Ti1 Ru2,mp-861908,1.0,0.0,0.0,0.0,0.0
407,Zr8 Sb16,mp-979,1.0,0.0,0.0,0.0,0.0
408,La1 As1,mp-708,1.0,0.0,0.0,0.0,0.0
409,Er1 Co2 B2,mp-568509,1.0,0.0,0.0,0.0,0.0
410,Ho1 Bi1,mp-22866,1.0,0.0,0.0,0.0,0.0
411,Ni1 B2 Mo2,mp-9999,1.0,0.0,0.0,0.0,0.0
412,Os4 Pb4 O12,mp-680932,1.0,0.0,0.0,0.0,0.0
413,Ca4 Mg4 Si4 O16,mp-6493,1.0,0.0,0.0,0.0,0.0
414,Ca4 Co2 N4,mp-1400520,1.0,0.0,0.0,0.0,0.0
415,Ca2 N12,mp-676,1.0,0.0,0.0,0.0,0.0
416,Ir3 Se8,mp-9888,1.0,0.0,0.0,0.0,0.0
417,Y8 B16 C8,mp-9880,1.0,0.0,0.0,0.0,1.0
418,K4 Be1 P2,mp-9872,1.0,1.0,0.0,0.0,0.0
419,Li2 P2 N4,mp-3524,1.0,1.0,1.0,1.0,0.0
420,La1 B2 Rh2 C1,mp-6794,1.0,0.0,0.0,0.0,0.0
421,Zr1 In1 Au1,mp-961693,1.0,1.0,0.0,0.0,0.0
422,K2 Te2 Pt1,mp-8623,1.0,1.0,0.0,1.0,0.0
423,Rb2 Pt1 Se2,mp-8622,1.0,1.0,0.0,1.0,0.0
424,K2 Pt1 Se2,mp-8621,1.0,1.0,0.0,1.0,0.0
425,Nb2 Se4,mp-2207,1.0,0.0,0.0,0.0,0.0
426,Dy1 B2 Ru3,mp-3092,1.0,0.0,0.0,0.0,0.0
427,La3 Tl1 C1,mp-7159,1.0,0.0,0.0,0.0,0.0
428,K4 Ba4 P4 O16,mp-6812,1.0,0.0,0.0,0.0,0.0
429,Mn2 Ga2 Pt2,mp-569151,1.0,0.0,0.0,0.0,1.0
430,Si8 P16,mp-9996,1.0,0.0,0.0,0.0,1.0
431,Na3 Mn2 Sb1 O6,mp-985626,1.0,0.0,0.0,0.0,0.0
432,Nb4 As2 C2,mp-9989,1.0,0.0,0.0,0.0,0.0
433,Rb4 Ag4 O4,mp-8603,1.0,0.0,0.0,0.0,0.0
434,Na1 Mo1 O2,mp-578610,1.0,0.0,0.0,0.0,0.0
435,Te8 Mo6,mp-8601,1.0,0.0,0.0,0.0,0.0
436,Nb4 P2 C2,mp-9987,1.0,0.0,0.0,0.0,0.0
437,Nb2 Ni2 B2,mp-9985,1.0,0.0,0.0,0.0,0.0
438,Mg2 Ag2 F6,mp-998418,1.0,0.0,0.0,0.0,0.0
439,Na6 Al2 As4,mp-8543,1.0,0.0,0.0,0.0,0.0
440,Mn8 N4,mp-9981,1.0,0.0,0.0,0.0,0.0
441,Ti1 Fe1 Te1,mp-961673,1.0,1.0,0.0,0.0,0.0
442,Er2 Si4 Rh6,mp-8535,1.0,0.0,0.0,0.0,0.0
443,Y1 Al8 Cu4,mp-11029,1.0,0.0,0.0,0.0,1.0
444,Fe8 Re12,mp-639789,1.0,0.0,0.0,0.0,0.0
445,Y2 Ge2,mp-9971,1.0,0.0,0.0,0.0,0.0
446,Sc2 Ge2,mp-9970,1.0,0.0,0.0,0.0,0.0
447,Sc2 Si2,mp-9969,1.0,0.0,0.0,0.0,0.0
448,Ti4 Cd2 C2,mp-9961,1.0,0.0,0.0,0.0,0.0
449,Ti4 Ge2 C2,mp-9958,1.0,0.0,0.0,0.0,0.0
450,Sc2 Co1 Ir1,mp-862712,1.0,0.0,0.0,0.0,0.0
451,V4 Ge2 C2,mp-9957,1.0,0.0,0.0,0.0,0.0
452,Al2 Cr4 C2,mp-9956,1.0,0.0,0.0,0.0,0.0
453,Hf4 As4,mp-9954,1.0,0.0,0.0,0.0,0.0
454,Hf4 P4,mp-9953,1.0,0.0,0.0,0.0,0.0
455,Fe16 O24,mp-715572,1.0,0.0,0.0,0.0,0.0
456,Mn3 Nb3 Ge3,mp-9951,1.0,0.0,0.0,0.0,0.0
457,U2 Sb2 Se2,mp-9937,1.0,0.0,0.0,0.0,1.0
458,U2 P2 Se2,mp-9930,1.0,0.0,0.0,0.0,0.0
459,Sr2 Zn1 N2,mp-9306,1.0,1.0,0.0,1.0,0.0
460,Mg1 Rh1 F6,mp-9927,1.0,0.0,0.0,0.0,1.0
461,Sr1 Rh1 F6,mp-9926,1.0,0.0,0.0,0.0,1.0
462,Cs2 Zr1 Cl6,mp-638729,1.0,1.0,0.0,0.0,0.0
463,Tl1 Cu2 S2,mp-8676,1.0,0.0,0.0,0.0,0.0
464,La12 Co4,mp-640095,1.0,0.0,0.0,0.0,0.0
465,Dy1 Co3 B2,mp-20193,1.0,0.0,0.0,0.0,0.0
466,Ca1 Al2 Si2,mp-7704,1.0,0.0,0.0,0.0,0.0
467,Co1 Pt1 O2,mp-19210,1.0,0.0,0.0,0.0,0.0
468,Lu2 Mo2 C3,mp-973756,1.0,0.0,0.0,0.0,1.0
469,Ca3 Si4 Ir4,mp-11176,1.0,0.0,0.0,0.0,0.0
470,Sc2 Si2 O7,mp-5594,1.0,1.0,0.0,0.0,0.0
471,Ni2 Se2 O8,mp-18817,1.0,0.0,0.0,0.0,0.0
472,Tb4 Rh4 O12,mp-5692,1.0,0.0,0.0,0.0,0.0
473,Nd2 Co2 Si4,mp-5170,1.0,0.0,0.0,0.0,0.0
474,La4 Rh4 O12,mp-5163,1.0,0.0,0.0,0.0,0.0
475,Zn1 Ga2 Te4,mp-15777,1.0,1.0,1.0,1.0,0.0
476,Zn4 S4 O16,mp-5126,1.0,0.0,0.0,0.0,0.0
477,Na6 Al2 P4,mp-5122,1.0,1.0,0.0,0.0,0.0
478,Ba2 Cu2 As2,mp-9898,1.0,0.0,0.0,0.0,0.0
479,Hf4 Ni2 P2,mp-5918,1.0,0.0,0.0,0.0,0.0
480,Ca3 As1 Cl3,mp-28069,1.0,1.0,0.0,1.0,0.0
481,Sm1 Sn1 Au2,mp-972526,1.0,0.0,0.0,0.0,0.0
482,Y2 Al2 Ge2,mp-29736,1.0,0.0,0.0,0.0,1.0
483,Li4 C2 O6,mp-3054,1.0,1.0,0.0,0.0,0.0
484,Sr4 C4 O12,mp-3822,1.0,0.0,0.0,0.0,0.0
485,Hf6 Sn6 Rh6,mp-2960,1.0,0.0,0.0,0.0,0.0
486,Si16 Rh12,mp-540791,1.0,0.0,0.0,0.0,0.0
487,Na4 Zn4 F12,mp-3795,1.0,0.0,0.0,0.0,0.0
488,Th1 Ti2 O6,mp-5274,1.0,0.0,0.0,0.0,0.0
489,Y2 Si2 O7,mp-5652,1.0,1.0,0.0,0.0,0.0
490,Cr2 Si2 Te6,mp-3779,1.0,0.0,0.0,0.0,0.0
491,Sr4 Zn4 O8,mp-5637,1.0,0.0,0.0,0.0,0.0
492,Tb2 Al3 Si2,mp-3194,1.0,0.0,0.0,0.0,0.0
493,Ag4 S2 O8,mp-5625,1.0,0.0,0.0,0.0,0.0
494,Ba3 Ru3 O9,mp-5773,1.0,0.0,0.0,0.0,0.0
495,Mg1 Pd5,mp-976976,1.0,0.0,0.0,0.0,0.0
496,Mg2 As2 O7,mp-5618,1.0,0.0,0.0,0.0,0.0
497,Sr2 As6,mp-9907,1.0,0.0,0.0,0.0,0.0
498,Sr4 Sn4 O12,mp-2879,1.0,0.0,0.0,0.0,1.0
499,Nd2 Ni2 Ge4,mp-5215,1.0,0.0,0.0,0.0,0.0
500,Al4 Pd8,mp-2824,1.0,0.0,0.0,0.0,0.0
501,Y3 Al9 Ni6,mp-5063,1.0,0.0,0.0,0.0,0.0
502,Na8 Zr4 O12,mp-990440,1.0,0.0,0.0,0.0,0.0
503,Th1 Cd1 Au2,mp-867353,1.0,0.0,0.0,0.0,0.0
504,Th1 Cd1 Ag2,mp-867372,1.0,0.0,0.0,0.0,0.0
505,Ca1 Nd1 Cd2,mp-867224,1.0,0.0,0.0,0.0,0.0
506,Hg2 F2,mp-706,1.0,0.0,0.0,0.0,0.0
507,Pr2 Si2 Ru2,mp-8654,1.0,0.0,0.0,0.0,0.0
508,Sc1 Al1 Co2,mp-862602,1.0,0.0,0.0,0.0,0.0
509,Cs2 Rb1 In1 F6,mp-989605,1.0,0.0,0.0,0.0,0.0
510,Cs2 Ca1 Br4,mp-1025267,1.0,0.0,0.0,0.0,0.0
511,Tb2 Cr2 C3,mp-1025266,1.0,0.0,0.0,0.0,0.0
512,Sm2 Fe2 Si2 C1,mp-1025262,1.0,0.0,0.0,0.0,0.0
513,Sr6 Sn2 N1 F1,mp-989592,1.0,0.0,0.0,0.0,0.0
514,Ca6 Sn2 N1 F1,mp-989590,1.0,0.0,0.0,0.0,0.0
515,Pr2 Te4,mp-975652,1.0,0.0,0.0,0.0,0.0
516,Th1 O2,mp-643,1.0,0.0,0.0,0.0,0.0
517,Cd2 Cu4 Ge2 S8,mp-13982,1.0,0.0,0.0,0.0,1.0
518,C16,mp-568286,1.0,0.0,0.0,0.0,0.0
519,Na4 B24 H24,mp-978278,1.0,0.0,0.0,0.0,0.0
520,Cs2 K1 Pb1 F6,mp-989585,1.0,0.0,0.0,0.0,0.0
521,Cs2 Ca1 Cl4,mp-1025185,1.0,0.0,0.0,0.0,0.0
522,Rb2 Na1 In1 F6,mp-989578,1.0,0.0,0.0,0.0,0.0
523,Li56 Mn8 N32,mp-5515,1.0,0.0,0.0,0.0,0.0
524,Mn1 Cr2 Se4,mp-1025180,1.0,0.0,0.0,0.0,0.0
525,Tm2 Cr2 C3,mp-1025181,1.0,0.0,0.0,0.0,0.0
526,Rb2 Br1 Cl6 F1,mp-989573,1.0,0.0,0.0,0.0,0.0
527,Cs2 Na1 Mg1 F6,mp-989568,1.0,0.0,0.0,0.0,0.0
528,K4 Br2 O1,mp-28627,1.0,1.0,0.0,1.0,0.0
529,Cs2 Li1 Tl1 F6,mp-989562,1.0,1.0,0.0,0.0,0.0
530,Rb2 Tl1 In1 Cl6,mp-989550,1.0,0.0,0.0,0.0,0.0
531,Rb2 Na1 Tl1 F6,mp-989548,1.0,0.0,0.0,0.0,0.0
532,Fe1 Br2,mp-22880,1.0,0.0,0.0,0.0,0.0
533,Cs2 Tl1 Fe1 F6,mp-504603,1.0,0.0,0.0,0.0,0.0
534,Lu2 Co4,mp-2206,1.0,0.0,0.0,0.0,0.0
535,Rb2 Na1 Sb1 Cl6,mp-989545,1.0,0.0,0.0,0.0,0.0
536,Ba6 Tl2 N1 Cl1,mp-989542,1.0,0.0,0.0,0.0,0.0
537,Ti2 Al1 Re1,mp-861640,1.0,0.0,0.0,0.0,0.0
538,Rb2 Na1 Sb1 F6,mp-989541,1.0,0.0,0.0,0.0,0.0
539,Sr6 Sn2 N1 O1,mp-989540,1.0,0.0,0.0,0.0,0.0
540,Li1 Mn1 Pt2,mp-861658,1.0,0.0,0.0,0.0,0.0
541,Cs2 Tl1 In1 F6,mp-989537,1.0,0.0,0.0,0.0,0.0
542,Cs2 Al1 In1 H6,mp-989535,1.0,1.0,0.0,0.0,0.0
543,Na1 Tl2 In1 F6,mp-989533,1.0,0.0,0.0,0.0,0.0
544,Hf2 Ge2 O8,mp-9755,1.0,1.0,0.0,0.0,0.0
545,Rb2 Tl1 In1 F6,mp-989532,1.0,0.0,0.0,0.0,0.0
546,Cs2 V2 N4,mp-1029293,1.0,0.0,0.0,0.0,0.0
547,K1 Rb2 In1 Cl6,mp-989529,1.0,0.0,0.0,0.0,0.0
548,Y1 Mg1 Cd2,mp-865512,1.0,0.0,0.0,0.0,0.0
549,Rb2 Na1 As1 F6,mp-989523,1.0,1.0,0.0,0.0,0.0
550,La2 W2 N6,mp-989524,1.0,0.0,0.0,0.0,0.0
551,Sr8 Zr2 N8,mp-1029580,1.0,0.0,0.0,0.0,0.0
552,Mg12 Ru8,mp-625,1.0,0.0,0.0,0.0,1.0
553,Ca2 Sn3 O8,mp-1386610,1.0,0.0,0.0,0.0,0.0
554,Cs2 I1 Cl6 F1,mp-989516,1.0,0.0,0.0,0.0,0.0
555,Li1 Tl2 In1 Cl6,mp-989512,1.0,0.0,0.0,0.0,0.0
556,Mg1 W1 F6,mp-1407403,1.0,0.0,0.0,0.0,0.0
557,Pr4 B4 S12,mp-862754,1.0,0.0,0.0,0.0,0.0
558,Rb8 Ti8 As8 O40,mp-6394,1.0,0.0,0.0,0.0,0.0
559,Pr2 Si4 Ag2,mp-1025554,1.0,0.0,0.0,0.0,0.0
560,Mn1 Zn1 F6,mp-1386276,1.0,0.0,0.0,0.0,0.0
561,Zn1 Fe1 F6,mp-1396958,1.0,0.0,0.0,0.0,0.0
562,Zn1 W1 F6,mp-1400616,1.0,0.0,0.0,0.0,0.0
563,Li12 P4 S16,mp-985583,1.0,0.0,0.0,0.0,0.0
564,Y6 Si12 N22,mp-1029652,1.0,0.0,0.0,0.0,0.0
565,Mg1 Sn1 F6,mp-1397451,1.0,0.0,0.0,0.0,0.0
566,Mg1 Ni1 Sb1,mp-15778,1.0,0.0,0.0,0.0,1.0
567,Cs2 Na1 Sc1 F6,mp-6204,1.0,1.0,0.0,0.0,0.0
568,Zr5 Te4,mp-350,1.0,0.0,0.0,0.0,0.0
569,Rb1 Fe2 As2,mp-975359,1.0,0.0,0.0,0.0,0.0
570,Ca6 In2 N1 F1,mp-989404,1.0,0.0,0.0,0.0,0.0
571,Li1 Zr1 Ir2,mp-865925,1.0,0.0,0.0,0.0,0.0
572,Li1 Si1 Ir2,mp-865933,1.0,0.0,0.0,0.0,0.0
573,Tb2 Au6,mp-1025478,1.0,0.0,0.0,0.0,0.0
574,Ba4 S4 O16,mp-3164,1.0,0.0,0.0,0.0,0.0
575,Tl8 N8 O24,mp-5915,1.0,0.0,0.0,0.0,0.0
576,Sm2 Si4 Rh2,mp-1025453,1.0,0.0,0.0,0.0,0.0
577,Rb4 Ta4 O12,mp-3033,1.0,0.0,0.0,0.0,0.0
578,Y4 Pt4,mp-1025448,1.0,0.0,0.0,0.0,0.0
579,Rb4 B4 F16,mp-3032,1.0,0.0,0.0,0.0,0.0
580,Na2 Sb2 S4,mp-5414,1.0,1.0,0.0,0.0,0.0
581,Sr4 S4 O16,mp-5285,1.0,0.0,0.0,0.0,0.0
582,Y4 Si8 Mo6,mp-2932,1.0,0.0,0.0,0.0,0.0
583,Li8 Ti4 O12,mp-2931,1.0,0.0,0.0,0.0,0.0
584,Mg8 Si4 O16,mp-2895,1.0,0.0,0.0,0.0,0.0
585,Cu6 P2 Se8,mp-5756,1.0,0.0,0.0,0.0,0.0
586,Sb8 S12,mp-2809,1.0,0.0,0.0,0.0,0.0
587,Sm4 Pt4,mp-1025431,1.0,0.0,0.0,0.0,0.0
588,Y8 Si16 C4 N24,mp-6353,1.0,0.0,0.0,0.0,0.0
589,Cs8 C4 O12,mp-616458,1.0,0.0,0.0,0.0,0.0
590,Sm2 Si4 Ni2,mp-1025420,1.0,0.0,0.0,0.0,0.0
591,Ca2 Sn2,mp-2450,1.0,0.0,0.0,0.0,0.0
592,Ca2 Ir4,mp-570436,1.0,0.0,0.0,0.0,0.0
593,Th2 Si4 Ni2,mp-1025413,1.0,0.0,0.0,0.0,0.0
594,Ca20 Al8 Si8 N32,mp-866314,1.0,0.0,0.0,0.0,0.0
595,Tm4 Pt4,mp-1025409,1.0,0.0,0.0,0.0,0.0
596,Hg2,mp-975272,1.0,0.0,0.0,0.0,0.0
597,La2 Si4 Ag2,mp-1025390,1.0,0.0,0.0,0.0,0.0
598,Ca4 Mg4 Pb4,mp-861738,1.0,0.0,0.0,0.0,0.0
599,Nb1 Zn3,mp-953,1.0,0.0,0.0,0.0,0.0
600,Eu2 Zn2 Ge2,mp-9873,1.0,0.0,0.0,0.0,0.0
601,Ba1 As1 Pd1,mp-9744,1.0,0.0,0.0,0.0,0.0
602,Y2 Cr2 C3,mp-1025372,1.0,0.0,0.0,0.0,0.0
603,Pb2 Cl4,mp-862871,1.0,0.0,0.0,0.0,0.0
604,Pb2 Br4,mp-862868,1.0,0.0,0.0,1.0,0.0
605,Tm1 Nb1 Ru2,mp-865248,1.0,0.0,0.0,0.0,0.0
606,Li2 H2 Pd1,mp-644389,1.0,0.0,0.0,0.0,0.0
607,Lu2 Fe2 Si2 C1,mp-1025357,1.0,0.0,0.0,0.0,0.0
608,Li2 Pm1 Tl1,mp-862934,1.0,0.0,0.0,0.0,0.0
609,Ir4 S6,mp-861979,1.0,1.0,0.0,0.0,0.0
610,Rb2 Bi2 O5,mp-975106,1.0,0.0,0.0,0.0,0.0
611,Zn1 Mo1 F6,mp-1407092,1.0,0.0,0.0,0.0,0.0
612,Mg4 Al8 Si10 O36,mp-6174,1.0,0.0,0.0,0.0,0.0
613,Eu2 Cl2 O2,mp-542757,1.0,0.0,0.0,0.0,1.0
614,Co1 Br2,mp-30033,1.0,0.0,0.0,0.0,0.0
615,K1 Cu4 As2,mp-8608,1.0,0.0,0.0,0.0,0.0
616,Li2 Ge1 Pb1 S4,mp-19896,1.0,0.0,1.0,0.0,0.0
617,Ba1 P2 Rh2,mp-8583,1.0,0.0,0.0,0.0,0.0
618,Li2 Si4 Rh4,mp-975044,1.0,0.0,0.0,0.0,0.0
619,Rb1 Cd1 F3,mp-6951,1.0,1.0,0.0,1.0,0.0
620,Ba1 Ag2 S2,mp-8579,1.0,1.0,0.0,1.0,0.0
621,In1 P1 S4,mp-20790,1.0,1.0,1.0,0.0,1.0
622,Tm2 Al4,mp-858,1.0,0.0,0.0,0.0,0.0
623,Co2 Pt2,mp-949,1.0,0.0,0.0,0.0,0.0
624,Pd1 Pt1 F6,mp-8547,1.0,0.0,0.0,1.0,0.0
625,Sr2 Sn2 P2,mp-8539,1.0,0.0,0.0,0.0,1.0
626,Na1 La1 Au2,mp-865098,1.0,0.0,0.0,0.0,0.0
627,La1 I2,mp-23194,1.0,0.0,0.0,0.0,0.0
628,K2 Se1,mp-8426,1.0,1.0,0.0,1.0,1.0
629,Eu1 P2 Rh2,mp-8582,1.0,0.0,0.0,0.0,0.0
630,Ce2 Re2 Si2 C1,mp-1025285,1.0,0.0,0.0,0.0,0.0
631,Sr1 Ac1 Zn2,mp-978929,1.0,0.0,0.0,0.0,0.0
632,Mn1 S2,mp-1422029,1.0,0.0,0.0,0.0,0.0
633,Au4 S2,mp-947,1.0,0.0,0.0,0.0,0.0
634,Ca4 Cl8 O24,mp-768870,1.0,0.0,0.0,0.0,0.0
635,Na20 Si4 P12,mp-5929,1.0,0.0,0.0,0.0,0.0
636,Ca12 Si12 O36,mp-5733,1.0,0.0,0.0,0.0,0.0
637,La8 Si4 O20,mp-5152,1.0,0.0,0.0,0.0,0.0
638,Cu3 As1 Se4,mp-675626,1.0,0.0,0.0,0.0,0.0
639,Tm1 Co2 Ge2,mp-5983,1.0,0.0,0.0,0.0,0.0
640,Ca10 In4 Sb12,mp-649479,1.0,0.0,0.0,0.0,0.0
641,Tm1 Pd3,mp-982,1.0,0.0,0.0,0.0,0.0
642,Y3 B3 Pt6,mp-5971,1.0,0.0,0.0,0.0,0.0
643,Ce1 Pd7,mp-1025415,1.0,0.0,0.0,0.0,0.0
644,Cs2 Sn2 Se6,mp-613162,1.0,0.0,0.0,0.0,0.0
645,Th1 Cu2 Si2,mp-5948,1.0,0.0,0.0,0.0,0.0
646,K1 Fe2 As2,mp-35276,1.0,0.0,0.0,0.0,1.0
647,Sr2 As2 Pd2,mp-9743,1.0,0.0,0.0,0.0,0.0
648,Sr4 Sb2 O1,mp-755293,1.0,0.0,0.0,1.0,0.0
649,Ca2 Zn4,mp-1725,1.0,0.0,0.0,0.0,1.0
650,Th2 Te2 O2,mp-3718,1.0,0.0,0.0,0.0,1.0
651,K2 I2 O8,mp-23562,1.0,0.0,0.0,0.0,0.0
652,Cu12 Sb4 S13,mp-647164,1.0,0.0,0.0,0.0,0.0
653,Ni2 Sb4,mp-19895,1.0,0.0,0.0,0.0,0.0
654,Er1 Co2 Si2,mp-3239,1.0,0.0,0.0,0.0,0.0
655,Y3 Mg3 Ga3,mp-5590,1.0,0.0,0.0,0.0,1.0
656,Cs6 C3 N6,mp-1029699,1.0,0.0,0.0,0.0,0.0
657,Nd2 Ni8 B2,mp-8048,1.0,0.0,0.0,0.0,0.0
658,V4 P2 C2,mp-8044,1.0,0.0,0.0,0.0,0.0
659,Zr2 Ge2 O8,mp-8042,1.0,1.0,0.0,0.0,0.0
660,Sm4,mp-69,1.0,0.0,0.0,0.0,0.0
661,Pu2 F6,mp-8033,1.0,0.0,0.0,0.0,0.0
662,Np1 Rh3,mp-11536,1.0,0.0,0.0,0.0,0.0
663,Ba2 Cd1,mp-8093,1.0,0.0,0.0,0.0,0.0
664,Ba2 Hg1,mp-8094,1.0,0.0,0.0,0.0,0.0
665,Er2 In1 Ag1,mp-866004,1.0,0.0,0.0,0.0,0.0
666,Sr2 Li2 N2,mp-29754,1.0,1.0,0.0,1.0,0.0
667,Hf3 Mo3 P3,mp-7032,1.0,0.0,0.0,0.0,0.0
668,Cd1 O1,mp-1132,1.0,0.0,0.0,0.0,1.0
669,Cs2 O1,mp-7988,1.0,1.0,0.0,0.0,0.0
670,As4 Pd8,mp-8073,1.0,0.0,0.0,0.0,0.0
671,K2 Pd1 F6,mp-7979,1.0,1.0,0.0,1.0,0.0
672,Cs2 Sm2 O4,mp-7977,1.0,0.0,0.0,0.0,0.0
673,Rb1 Sm1 O2,mp-7974,1.0,0.0,0.0,0.0,0.0
674,Rb1 Gd1 O2,mp-7976,1.0,0.0,0.0,0.0,0.0
675,Rb1 Nd1 O2,mp-7973,1.0,0.0,0.0,0.0,0.0
676,Ba1 Y2 F8,mp-768240,1.0,0.0,0.0,0.0,0.0
677,Ba8 Y2 Cu6 O18,mp-643409,1.0,0.0,0.0,0.0,0.0
678,La2 Co2 Ge2,mp-20761,1.0,0.0,0.0,0.0,0.0
679,Cs2 Zr1 F6,mp-7903,1.0,1.0,0.0,0.0,0.0
680,Tm1 B2,mp-800,1.0,0.0,0.0,0.0,0.0
681,Ba1 Ag2 Sn2,mp-7882,1.0,0.0,0.0,0.0,0.0
682,Sr1 Cd2 Ge2,mp-7881,1.0,0.0,0.0,0.0,0.0
683,Sr1 Si2 Ag2,mp-7880,1.0,0.0,0.0,0.0,0.0
684,Mg2 Pt1 Rh1,mp-864940,1.0,0.0,0.0,0.0,0.0
685,Sr1 Ag2 Ge2,mp-7879,1.0,0.0,0.0,0.0,0.0
686,Er1 In1 Ni4,mp-1024983,1.0,0.0,0.0,0.0,0.0
687,Nb10 Si2 Sn4,mp-7557,1.0,0.0,0.0,0.0,0.0
688,Li4 Hf2 O6,mp-755352,1.0,0.0,0.0,0.0,0.0
689,Co1 B2 W2,mp-7573,1.0,0.0,0.0,0.0,0.0
690,Li6 As2,mp-757,1.0,1.0,0.0,1.0,0.0
691,K1 As1 F6,mp-7569,1.0,0.0,0.0,1.0,0.0
692,Ca1 H2 O2,mp-23879,1.0,0.0,0.0,0.0,0.0
693,Th2 Sb4,mp-7568,1.0,0.0,0.0,0.0,0.0
